year,countyID,tractID,pop80
1980,189,2201,9200
1980,189,2202,7492
1980,189,2203,1743
1980,189,220402,10557
1980,189,220403,9885
1980,189,220404,12343
1980,189,2205,13860
1980,189,220601,5440
1980,189,220602,5947
1980,189,220701,3111
1980,189,220702,4380
1980,189,220703,3269
1980,189,220801,6129
1980,189,220802,5628
1980,189,220803,5337
1980,189,2209,2933
1980,189,2210,3930
1980,189,2211,1851
1980,189,221201,2248
1980,189,221202,5955
1980,189,221301,7541
1980,189,221302,6742
1980,189,221303,8640
1980,189,221401,5748
1980,189,221402,9447
1980,189,2215,8777
1980,189,2216,8521
1980,510,1011,3270
1980,510,1012,3756
1980,510,1013,4966
1980,510,1014,3447
1980,510,1015,4116
1980,510,1018,4260
1980,510,101899,50
1980,510,1021,3035
1980,510,1022,7127
1980,510,1023,2274
1980,510,1024,2648
1980,510,1025,2248
1980,510,1031,3621
1980,510,1034,2338
1980,510,1036,1707
1980,510,1037,3171
1980,510,1038,4469
1980,510,1039,1372
1980,510,1041,3462
1980,510,1042,4325
1980,510,1045,2817
1980,510,1051,4286
1980,510,1052,2871
1980,510,1053,4013
1980,510,1054,3564
1980,510,1055,6296
1980,510,1061,5854
1980,510,1062,4129
1980,510,1063,5346
1980,510,1064,4863
1980,510,1065,5020
1980,510,1066,4353
1980,510,1067,5847
1980,510,1071,1272
1980,510,1072,2779
1980,510,1073,8902
1980,510,1074,6112
1980,510,1075,5550
1980,510,1076,3845
1980,510,1077,5700
1980,510,1081,4144
1980,510,1082,3154
1980,510,1083,2684
1980,510,1084,1348
1980,510,1085,1069
1980,510,1096,5846
1980,510,1097,7592
1980,510,1101,5619
1980,510,1102,5254
1980,510,1103,5092
1980,510,1104,5046
1980,510,1105,4103
1980,510,1111,4341
1980,510,1112,4517
1980,510,1113,3869
1980,510,1114,4625
1980,510,1115,2909
1980,510,1121,4055
1980,510,1122,4017
1980,510,1123,4345
1980,510,1124,4487
1980,510,1131,4385
1980,510,1134,1185
1980,510,1135,3153
1980,510,1141,9590
1980,510,1142,5569
1980,510,1143,6449
1980,510,1151,3942
1980,510,1152,3172
1980,510,1153,6358
1980,510,1154,3327
1980,510,1155,6331
1980,510,1156,6116
1980,510,1157,4390
1980,510,1161,3338
1980,510,1162,5937
1980,510,1163,7169
1980,510,1164,5379
1980,510,1165,5295
1980,510,1171,2302
1980,510,1172,8175
1980,510,1173,4504
1980,510,1174,5576
1980,510,1181,2872
1980,510,1184,1466
1980,510,1185,1437
1980,510,1186,3364
1980,510,1191,6303
1980,510,1192,2624
1980,510,1193,3829
1980,510,1201,2040
1980,510,1202,2193
1980,510,1203,3240
1980,510,1211,4806
1980,510,1212,3989
1980,510,1213,2702
1980,510,1214,344
1980,510,1221,1469
1980,510,1222,106
1980,510,1224,4892
1980,510,1231,4400
1980,510,1232,2864
1980,510,1233,3672
1980,510,1234,2436
1980,510,1235,0
1980,510,1241,6287
1980,510,1242,4526
1980,510,1243,5209
1980,510,1246,2561
1980,510,1255,2323
1980,510,1256,1127
1980,510,1257,3340
1980,510,1266,4620
1980,510,1267,3205
