NHD_NUM,NHD_NAME,pop10,pop11,pop11_m,pop12,pop12_m,pop13,pop13_m,pop14,pop14_m,pop15,pop15_m,pop16,pop16_m,pop17,pop17_m
84,Penrose Park,471.8510842314741,607.9232281777267,96.14281479220797,580.749722340032,102.33675087562793,542.7808693930326,93.28221838876871,471.3717082317995,80.8622453115061,455.54844855931015,58.739819737289395,418.61784050482197,59.004222664611646,416.59767591266854,59.413826825550565
50,Wells Goodfellow,6467.426640366711,6287.334038455411,1207.0842724027787,6199.034991896241,1176.9340363689569,5615.064198477124,1058.7758012938739,5899.704560715387,1029.3218598592564,5871.716436990123,920.9310205500698,5160.50094634793,1006.7773792002117,5171.820743975434,968.039112077363
71,Mark Twain,4142.422683032601,4498.567657729997,902.1584885926193,4372.966705856746,752.0536323454897,4195.548121875069,662.2958365194304,3829.6208243890583,647.5214787621055,3833.4289811047147,512.426566018454,3492.829734332518,481.6618073280724,3251.63535622073,559.8307773129425
70,Mark Twain I-70 Industrial,3655.0018212632926,4005.9454654679453,507.20334947499225,3522.7921730459807,468.40284802892114,3751.9554680313886,587.9617047560739,3419.055943740087,445.84855583259565,3345.650217960694,598.6053184566816,3069.2907819438865,512.195994921083,3256.626034613369,514.6093242694579
72,Walnut Park East,4117.308680439046,3332.4397529608664,620.7357691928958,3629.987681337962,570.8270472464469,3642.7508017652754,670.757812820795,3919.86907799799,681.037447839892,4111.599848816253,636.1464322620222,4242.1994084341895,739.5051029561844,3689.9451763909906,576.8523295662195
86,Belfontaine/Calvary Cemetery,2501.008509693068,2389.6832883375087,278.1419961794337,2299.471985095707,330.2599817198038,2288.2861079114705,260.40037977423486,2203.1565053132576,320.49940735626546,2279.0250288331686,332.0842934398561,2308.8532098843557,309.76232950327807,2350.819263881545,330.07560787512733
76,Walnut Park West,3507.0619570949657,3772.685337468187,640.7453056803967,3506.1000771156705,537.7031346277707,3456.312523997732,406.473936315492,3448.9797705132437,370.6483880489728,3288.7722502152747,347.4574777854249,3216.9203852832084,338.5551246363682,3501.2683115379923,303.55393666346606
73,North Pointe,3219.579878587588,3270.294818555098,440.0615583657526,3042.280630102875,460.3824751221673,3009.9589442478605,440.11760567373943,3010.337006124573,399.67386965082494,2999.437318244898,378.84548540385913,2938.3249405720094,354.01956147161667,3083.016678501646,355.0892782347423
79,North Riverfront,2728.6134925821816,3378.5282664543115,450.3771890810848,3146.2381741122736,348.71201536130957,2817.6170321198015,322.06924784095554,2818.6869329458223,364.90652156773075,2492.0507601426493,392.4489773906014,2344.4275614949793,326.4560897779113,2305.7340727892674,318.5967474434856
74,Baden,4662.708307282915,4672.554784698747,595.283319308836,4462.558332745564,645.2736688172153,4379.473207798629,667.6356589517674,4085.7821875369737,592.0668581747818,4187.3136988221495,531.9146793465773,4213.448469610841,575.0240936088624,4292.946361896165,602.8696260594147
75,Riverview,778.0417789551054,919.1602878506064,97.33397153729862,800.7215393133109,96.70397819401514,712.2074745819812,67.40928773133302,723.2323580894422,80.63914794028624,646.3731702088569,85.99409135819587,623.0634165073678,85.36409801491239,575.1839224178229,68.6692744179
82,Forest Park,3442.5527809112787,3470.9952679202256,290.9681831088899,3458.405971123908,318.003630636578,3519.1914347525335,372.7883141386461,3223.2876888375527,383.45456773002456,3563.45558610046,406.7628500266374,3662.176107470527,365.73077297328666,3420.091517364087,375.3068368490716
47,DeBaliviere Place,817.9870675229669,790.4612004216153,70.6251127956933,829.1135758082949,77.16784628101168,863.4541639007016,88.49664669638945,839.3500057113408,86.0402796782874,874.8674938958933,90.3770556655468,893.5238804259288,84.64512246263327,855.7438895619578,92.00172841130703
46,Skinker DeBaliviere,4152.658076322882,3895.7529374003907,361.8088227382091,4262.441695380958,373.3999580394245,4432.239823819768,455.6253977374487,4456.617468190866,438.45634270643274,4421.479181654182,409.23786088790297,4486.055673318365,404.76713808938354,4231.932900735981,393.7953852910623
35,Downtown,4861.854745982894,3536.9002061956503,413.74623837183384,4362.898545660616,486.76166975869495,4851.257159793368,500.9134819311817,4747.105877939643,546.0894569689153,5063.536027025315,542.9480236799973,5474.2746701819915,647.3706053911967,5584.603359667933,733.085244699538
